,Unnamed: 0,title,개월,spell,token
6608,6608,잘 먹지 않는 4개월 완분아기 하루 총량 어떤식으로 맞추시나요?,4개월,잘 먹지 4개월 완불 아기 하루 어떤 식으로 맞추시나요?,개월 완불 아기 하루 식
6609,6609,130일 아가 분유양이요..,4개월,130일 아가 분유 양이요..,아가 분유 이요
6610,6610,138일 아가에요. 밤중수유 슬슬 끊어야할 시기인가요?,4개월,138일 아가에요. 밤중  끊어야 시기인가요?,아가 밤중 시기
6611,6611,직수 후 유축으로 양 늘이기,4개월,직수 후 유축으로 양 늘이기,직수 후 유축 양 이기
6612,6612,젖병을 자꾸 세우려 해요..,4개월,젖병을 세우려 해요..,젖병 해
6613,6613,4개월 아기. 완모 중 갑자기 젖양 주는 경우가 있나요?,4개월,4개월 아기. 시간 갑자기 젖양 주는 경우가 있나요?,개월 아기 시간 갑자기 모유 경우
6614,6614,힙분유 1단계 바꾸고 토,4개월,히프 분유 1단계 바꾸고 토,히프 분유 단계 토
6615,6615,"혼합수유, 몇개월까지 하셨나요?",4개월,"혼합수유, 개월까지 하셨나요?",혼합  개월
6616,6616,4개월 완분아기요,4개월,4개월 완불 아기요,개월 완불 아기
6617,6617,유관 막힌것 바늘로 뚫는거요....,4개월,유관 막힌 바늘로 뚫는 거요....,유관 바늘 거
6618,6618,개월수와 수유텀,4개월,개월 수와  텀,개월 텀
6619,6619,132일 완모 여아 8.4키로 하아.. 울때마다 젖물린 제잘못이죠?? ㅠㅠ,4개월,132일 시간 여아 8.4킬로 하아.. 울 때마다 모유 물린 잘못이죠?? ㅠㅠ,시간 여 킬로 울 때 모유 잘못
6620,6620,"완모직수만 4갤하다가 오늘급 분유주니 m사이즈15분,110ml",4개월,"완모 직수만 4개 하다가 오늘급 분유 주니 m사이즈 15분, 110ml",완모 직 수만  오늘 분유 주니 사이즈
6621,6621,완모 4개월아가 기저귀무게 재는 분 있으신가요?,4개월,완모 4개월 아가  무게 분 있으신가요?,완모 개월 아가 무게 분 가요
6622,6622,완모이신 4개월 아기 맘님들 아기 통잠자나요ㅠ?,4개월,완모이신 4개월 아기 맘님들 아기 통 잠자나요ㅠ?,완모 개월 아기 맘 아기 통
6623,6623,4개월 완분아기 분유한통으로 며칠가나요?,4개월,4개월 완불 아기 분유 통으로 며칠 가나요?,개월 완불 아기 분유 통 며칠 가나
6624,6624,4개월된 남아 분유량이요~,4개월,4개월 남아 분유 냥이요~,개월 남아 분유 냥
6625,6625,완모를꿈꾸고잇는데요~,4개월,완모를 꿈꾸고 있는데요~,완모
6626,6626,145일 아기 완분 하루 800ml 몸무게좀 봐주세요,4개월,145일 아기 완불 하루 800ml 몸무게 좀 봐주세요,아기 완불 하루 몸무게 좀
6627,6627,4개월아기 혼합에서 완분 넘어가려구요 수유량궁금해요^^,4개월,4개월 아기 혼합에서 완불 넘어가려고요 수유량 궁금해요^^,개월 아기 혼합 완불 유량
6628,6628,만5개월 수유텀 공유해주세요.,4개월,만 5개월   공유해주세요.,만 개월 공유
6629,6629,아기몸무게요 ㅠㅠ,4개월,아기 몸무게요 ㅠㅠ,아기 몸무게
6630,6630,오랜만에 유축을 해봤는데요,4개월,오랜만에 유축을 해봤는데요,만 유축
6631,6631,완모 4개월 아기 몸무게 공유해요~,4개월,완모 4개월 아기 몸무게 공유해요~,완모 개월 아기 몸무게 공유
6632,6632,4개월 아기 수유횟수,4개월,4개월 아기 수유횟수,개월 아기  횟수
6633,6633,9개월 수유양 봐주세요,4개월,9개월  양 봐주세요,개월 양
6634,6634,4개월아기 분유양이요,4개월,4개월 아기 분유 양이요,개월 아기 분유 이요
6635,6635,노발락 2단계 먹이시는 분!!!개월수 알려주싱분,4개월,노발락 2단계 먹이시는 분!!! 개월 알려주신 분,노 발락 단계 분 개월 분
6636,6636,130일 아기 분유 먹을때 산만해요,4개월,130일 아기 분유 먹을 때 산만해요,아기 분유 때
6637,6637,분유를 언제까지 먹이는게 좋을까요?16개월아기,4개월,분유를 언제까지 먹이는 좋을까요? 16개월 아기,분유 시간 개월 아기
6638,6638,완모 130일 아기 젖양이 부족한거 같아요ㅠ,4개월,완모 130일 아기 젖양이 부족한 같아요ㅠ,완모 아기 젖
6639,6639,120아가 수유횟수랑 텀좀 공유해주세요,4개월,120아가 수유횟수랑 텀좀 공유해주세요,아가  횟수 텀좀 공유
6640,6640,4개월 되가는 아기 모유수유 텀 어떻게 되세요?,4개월,4개월 돼가는 아기 모유   어떻게 되세요?,개월 아기 모유
6641,6641,4개월아기 수유텀과 토,4개월,4개월 아기  텀과 토,개월 아기  토
6642,6642,13개월 아기 밤수 (젖병 분유) 끊어야 하나요?,4개월,13개월 아기 시간 (젖병 분유) 끊어야 하나요?,개월 아기 시간 젖병 분유 하나요
6643,6643,하루 60미리 유축이면 단유해야할 시기일까요,4개월,하루 60미리 유축이면 다유 시기일까요,하루 유축 유 기일
6644,6644,145일 완분 아가 새벽수유 해야하나요??,4개월,145일 완불 아가 시간 수유해야 하나요??,완불 아가 시간  하나요
6645,6645,4개월아기 막수안먹고 통잠자도 되나요..?,4개월,4개월 아기 먹고 통 잠자도 되나요..?,개월 아기 통
6646,6646,4개월.. 몸무게가 안늘어요,4개월,4개월.. 몸무게가 늘어요,개월 몸무게
6647,6647,액상분유만 먹이시는 분들있나요??,4개월,액상분유만 먹이시는 분들 있나요??,액 분유
6648,6648,123일 완모아기 혼합수유하려고 하는데요 어떻게 해야하나요?,4개월,123일 혼합수유하려고 하는데요 어떻게 하나요?,혼합  려고 하나요
6649,6649,150먹는 아가들 이유식 후 수유 바로하시나요? 좀 있다 하시나요?,4개월,150 먹는 아가들 이유식 후  바로 하시나요? 좀 하시나요?,아가 이유식 후 바로 좀
6650,6650,완모중이거 140일아가인데. 밤수 2번씩 다들하시나요?,4개월,완모  140일 아가인데. 시간 2번씩 다들 하시나요?,완모 아가 시간 번
6651,6651,138일 남자아기 수유질문,4개월,138일 남자 아기  질문,남자 아기 질문
6652,6652,단유2일차입니다,4개월,단유 2일 차입니다,유
6653,6653,4개월 모유수유 시간이요~,4개월,4개월 모유  시간이요~,개월 모유 시간
6654,6654,인파트리니 분유..,4개월,인파 트리니 분유..,인파 트리 분유
6655,6655,129일 아기 몸무게..,4개월,129일 아기 몸무게..,아기 몸무게
6656,6656,130일아기 하루 분유횟수요,4개월,130일 아기 하루 분유 횟수요,아기 하루 분유 횟수
6657,6657,130일아가 자려고눕히면 10분뒤에 울고깨는이유????,4개월,130일 아가 자려고 눕히면 10분 뒤에 울고 깨는 이유????,아가 뒤 울 이유
6658,6658,적게먹고 자주먹는 아이,4개월,적게 먹고 자주 먹는 아이,자주 아이
6659,6659,완모 134일 아기,4개월,완모 134일 아기,완모 아기
6660,6660,4갤 125일 아기 7.5 키로 분유량 800 작은편인가요?,4개월,4 갤 125일 아기 7.5 킬로 분유 800 작은 편인가요?,아기 킬로 분유 편
6661,6661,4개월 아기 혼합수유중 분유거부ㅠ,4개월,4개월 아기 혼합수유 분유 거부ㅠ,개월 아기 혼합  분유 거부
6662,6662,"140일 완모 아가 수유텀 4시간, 밤잠은 통잠 자는데 몸무게 안 느는 아가 있나요?",4개월,"140일 시간 아가   4시간, 밤잠은 통잠 자는데 몸무게 느는 아가 있나요?",시간 아가 밤잠 통잠 몸무게 아가
6663,6663,푹 젖은 기저귀... 가 얼마나 젖어야하는지...,4개월,푹 젖은 기저귀... 얼마나 젖어야 하는지...,푹  얼마나
6664,6664,완모이고 낮에 수시로 물리는데 애기가 좀 살이 잘 오르나요?120일,4개월,완모이고 낮에 수시로 물리는데 아기가 좀 살이 오르나요? 120일,완모 시간 아기 좀 살이
6665,6665,직수 5분 먹고 빼버리면 다음텀 까지 안물리나요?,4개월,직수 5분 먹고 빼버리면 다음  물리나요?,직수 빼 다음
6666,6666,144일 아기 밤에 더 많이 분유먹어요.,4개월,144일 아기 밤에 많이 분유 먹어요.,아기 시간 분유
6667,6667,4개월 밤수텀 늘리기 도와주세요 ㅠㅠ,4개월,4개월 밤수텀 늘리기 도와주세요 ㅠㅠ,개월 밤수텀
6668,6668,밤에 많이 먹으려는 아기 어떡하나요 도와주세요ㅠ,4개월,밤에 많이 먹으려는 아기 어떡하나요 도와주세요ㅠ,밤 아기
6669,6669,4개월20일째 완모중인데 분유추천이요ㅠㅠ,4개월,4개월 20일째 시간 중인데 분유추천이요ㅠㅠ,개월 시간 분유 추천
6670,6670,"4개월 이상적인 수유시간,텀이 어떻게 되요?",4개월,"4개월 이상적인 수유시간, 텀이 어떻게 돼요?",개월  시간 텀
6671,6671,4개월아기 수유텀 늘리려면?,4개월,4개월 아기   늘리려면?,개월 아기
6672,6672,4개월 아기 분유수유량,4개월,4개월 아기 분유 수유량,개월 아기 분유 유량
6673,6673,4개월 아기 모유수유,4개월,4개월 아기 모유 수유,개월 아기 모유 수유
6674,6674,완모아기 체중체중!!!,4개월,안 체중 체중!!!,안 체중 체중
6675,6675,모유수유하면 살 빠진다면서요..,4개월,모유 수유하면 살 빠진다면서요..,모유  살
6676,6676,직수 5분정도 하다가 뿌엥 우는 이유?,4개월,직수 5분 하다가 뿌엥 우는 이유?,직수 뿌엥 이유
6677,6677,150일 힙분유 단계요~,4개월,150일 히프 분유 단계요~,히프 분유 단계
6678,6678,128일아기 젖을 안먹으려고해요 ㅠㅠㅠㅠㅠㅠ,4개월,128일 아기 젖을 먹으려고 ㅠㅠㅠㅠㅠㅠ,아기 젖
6679,6679,이마트 힙 먹이시는 분들~~^^(국내분유추천도좀^^),4개월,이마트 히프 먹이시는 분들~~^^(국내 분유 추천도 좀^^),이마트 히프 국내 분유 추천 좀
6680,6680,4개월아기 3시간반텀 50~80 먹어요,4개월,4개월 아기 3시간 반  50~80 먹어요,개월 아기 반
6681,6681,여기에 올리는게 맞는지 모르겠는데 일단 질문드려요ㅠㅠ,4개월,여기에 올리는 맞는지 모르겠는데 질문드려요ㅠㅠ,여기 질문
6682,6682,4개월 아기 모유수유할 때 왜이리 발버둥칠까요?,4개월,4개월 아기 모유 수유할 때 왜 발버둥 칠까요?,개월 아기 모유  때 왜 발버둥 요
6683,6683,아기 분유 먹고 나면,4개월,아기 분유 먹고 나면,아기 분유
6684,6684,140일 아기 수유텀 질문 있어요,4개월,140일 아기   질문 있어요,아기 질문
6685,6685,137일 아가,4개월,137일 아가,아가
6686,6686,4개월 아이 수유텀,4개월,4개월 아이  텀,개월 아이 텀
6687,6687,4개월 아기 밤수요~,4개월,4개월 아기 시간 수요~,개월 아기 시간 수요
6688,6688,122일째 완분아기 8~9시경 막수하면,4개월,122일째 완불 아기 8~9시경 악수하면,완불 아기 악수
6689,6689,분유량좀 봐주세여,4개월,분유랑 좀 봐주세요,분유 좀
6690,6690,모유 수유 시간,4개월,모유  시간,모유 시간
6691,6691,4개월 수유양 어떻게되나요?,4개월,4개월  양 어떻게 되나요?,개월 양
6692,6692,140일 밤에도 3시간씩 분유먹어요::,4개월,140일 밤에도 3시간씩 분유 먹어요::,밤 분유
6693,6693,곧 5개월 아기 분유량,4개월,곧 5개월 아기 분유량,곧 개월 아기 분 유량
6694,6694,4개월 중반 아가입니다.젖양 부족ㅜ,4개월,4개월 중반 아가입니다. 젖양 부족ㅜ,개월 중반 아가 모유 부족
6695,6695,생후 130일 힙분유 1200 이상씩 먹어요ㅠ 많이 먹는아가 어떡하나요?,4개월,생후 130일 히프 분유 1200 이상씩 먹어요ㅠ 많이 먹는 아가 어떡하나요?,생후 히프 분유 아가
6696,6696,4갤(140)아기 수유 몇회하시나요?,4개월,4 갤(140) 아기  음식 하시나요?,아기 음식
6697,6697,4개월 아기 낮꿈수....,4개월,4개월 아기 낮꿈수....,개월 아기 낮
6698,6698,아기가 안먹어요 ㅠㅠ,4개월,아기가 먹어요 ㅠㅠ,아기
6699,6699,130일 아기,4개월,130일 아기,아기
6700,6700,4개월 아기 액상분유,4개월,4개월 아기 액상분유,개월 아기 액 분유
6701,6701,140일 아기,4개월,140일 아기,아기
6702,6702,"4개월 아기 몸무게가 한달가까이 정체예요,,, 분유 갈아타야할까요",4개월,"4개월 아기 몸무게가 달 가까이 정체예요,,, 분유 갈아타야 할까요",개월 아기 몸무게 달 가까이 정체 분유 요
6703,6703,"130일 아가, 하루 600~700 먹으면 꿈수해야하나요?",4개월,"130일 아가, 하루 600~700 먹으면  수해야 하나요?",아가 하루 수해 하나요
6704,6704,4개월아기 수유시간좀 봐주세요! (밤수),4개월,4개월 아기 수유시간 좀 봐주세요! (박수),개월 아기  시간 좀 박수
6705,6705,122일아기 분유,4개월,122일 아기 분유,아기 분유
6706,6706,122일아기 자다깨서먹지않고 통잠자는방법알려주세요.,4개월,122일 아기 자다 깨서 먹지 통 잠자는 어떻게 알려주세요.,아기 통
6707,6707,"4개월 차, 아기 통잠자면 유축 꼭 해야하나요?",4개월,"4개월 차, 아기 통 잠자면 유축 하나요?",개월 차 아기 통 유축 하나요
6708,6708,"젖양부족한것같은데...젖병으로는 겨우10,20먹는아기ㅠㅠ",4개월,"젖양 부족한 같은데... 젖병으로는 겨우10,20먹는아기ㅠㅠ",젖 젖병 겨우
6709,6709,4개월 아기 직수 시간,4개월,4개월 아기 직수 시간,개월 아기 직수 시간
6710,6710,130일된아기 한번에 240먹는거 괜찮은가요?ㅠㅠ,4개월,130일 아기 240 먹는 괜찮은가요?ㅠㅠ,아기
6711,6711,분유 잘 안먹는아기 분유 추천해주세요ㅜㅜ,4개월,분유 먹는 아기 분유 추천해주세요ㅜㅜ,분유 아기 분유 추천
6712,6712,유축모유로 150일까지 버텼는데! 다욧은 ㅜ,4개월,유축 모유로 150일까지 버텼는데! 다이어트는 ㅜ,유축 모유 다이어트
6713,6713,150일아기 밤수 해요?안해요?,4개월,150일 아기 시간 해요? 해요?,아기 시간 해
6714,6714,150일아기 공백시간이 얼마나 되나요?,4개월,150일 아기 공백시간이 얼마나 되나요?,아기 시간 얼마나
6715,6715,"130일 아기 분유량, 몸무게",4개월,"130일 아기 분유랑, 몸무게",아기 분유 몸무게
6716,6716,4개월 다 된 아기 직수 거부 ㅠ,4개월,4개월 다 아기 직수 거부 ㅠ,개월 아기 직수 거부
6717,6717,대략 150일아기 총수유량,4개월,대략 150일 아기 총수 유량,대략 아기 총수 유량
6718,6718,4개월아가요,4개월,4개월 아가요,개월 아가
6719,6719,밤수 끊는 시기,4개월,밤 끊는 시기,밤 시기
6720,6720,4개월아기 혼합중 분유거부ㅠ,4개월,4개월 아기 혼합 분유 거부ㅠ,개월 아기 혼합 분유 거부
6721,6721,쭈쭈가 부족하면 아기는 어떤 행동을 하나요?,4개월,쭈쭈가 부족하면 아기는 어떤 행동을 하나요?,쭈쭈 아기 행동 하나요
6722,6722,150일 아기 아직 밤수2번,4개월,150일 아기 반수 2번,아기 반수 번
6723,6723,"4개월 접어든 아기, 모유수유텀 어떻게 되셔용?",4개월,"4개월 접어든 아기, 모유   어떻게 되셔요?",개월 아기 모유
6724,6724,4개월 아가 128일차 분유수유 질문이에요,4개월,4개월 아가 128일차 분유  질문이에요,개월 아가 분유 질문
6725,6725,완모 4개월 부유방이 안 없어져요,4개월,완모 4개월 부유방이 없어져요,완모 개월 부유 방이
6726,6726,수유4갤차 모유양 줄어드는데 계속먹여도되겠죠?,4개월,수유4갤차 모유 양 줄어드는데 계속 먹여도 되겠죠?,수유 차 모유 양 계속
6727,6727,유두혼동 올까봐 유축수유도 분유보충도 안하고 직수만 하시는 분 계신가요?,4개월,유두혼동 유축 수유도 분유 보충도 직수만 하시는 분 계시나요?,유두 혼동 유축  분유 보충 직 수만 분
6728,6728,압타밀 프로푸트라 vs 유기농궁,4개월,압타밀 프로 푸트라 vs 유기농 궁,압 타밀 프로 푸트 유기농 궁
6729,6729,121일 완모아기 정체기!,4개월,121일 정체기!,정체 기
6730,6730,모유수유하는 아기들 대변을 얼마나 싸나요?,4개월,모유 수유하는 아기들 대변을 얼마나 싸나요?,모유  아기 변 얼마나
6731,6731,140일 아기 우유,4개월,140일 아기 우유,아기 우유
6732,6732,모유수유중 파스,4개월,모유  파스,모유 파스
6733,6733,생후127일 (4개월)분유양,4개월,생후 127일 (4개월) 분유 양,생후 개월 분유 양
6734,6734,4갤정도되면,4개월,4개 되면,개
6735,6735,130일 아기 너무 안먹어요,4개월,130일 아기 먹어요,아기
6736,6736,120일아기 거부중인데요..,4개월,120일 아기 거부 중인데요..,아기 거부 요
6737,6737,4개월 먹을때 자꾸 고개 힘을 주면서 앉으려해요,4개월,4개월 먹을 때  힘을 주면서 앉으려 해요,개월 때 힘 해
6738,6738,150일 아기 분유얼마나 먹나요?,4개월,150일 아기 분유 얼마나 먹나요?,아기 분유 얼마나
6739,6739,분유량 알려주세요~,4개월,분유량 알려주세요~,분 유량
6740,6740,131일 완분아이입니다.분유양 괜찮은지 봐주세요,4개월,131일 완불 아이입니다. 분유 양 괜찮은지 봐주세요,완불 아이 분유 양
6741,6741,150일 아직 먹잠놀 패턴이에요,4개월,150일 먹자 놀 패턴이에요,놀 패턴
6742,6742,하루에 기저귀 몇개정도 갈아야 수유양이 적당한건가요?,4개월,하루에   갈아야  양이 적당한 건가요?,하루 양 건가
6743,6743,시간마다 식사하시는 인생123일차 되신 분,4개월,시간마다 식사하시는 인생 123일 차 되신 분,시간  인생 차 분
6744,6744,140일아기 수유텀이요~~!!,4개월,140일 아기  텀이요~~!!,아기 텀이
6745,6745,모유수유 4개월차 젖양,4개월,모유  4개월 차 젖양,모유 개월 차 젖
6746,6746,수유시간 일정해야하나요?,4개월,수유시간 일정해야 하나요?,수유 시간 하나요
6747,6747,125일 남아/ 8.2kg / 밤중수유,4개월,125일 남아/ 8.2kg / 밤중 수유,남아 밤중 수유
6748,6748,4개월 아기 수유량이 40 ㅠㅠ 어쩌죠 ㅠ,4개월,4개월 아기 수유량이 40 ㅠㅠ 어쩌죠 ㅠ,개월 아기 유량 어쩌
6749,6749,퓨어락 먹이시는맘님들~~,4개월,퓨어락 먹이시는 맘님들~~,퓨어 락 맘
6750,6750,유미젖꼭지 3단계로 업할때요!,4개월,유미 젖꼭지 3단계로 업할 때요!,유미 젖꼭지 단계 때
6751,6751,150일 모유수유,4개월,150일 모유 수유,모유 수유
6752,6752,4개월 모유수유텀 얼마인가요?,4개월,4개월 모유   얼마인가요?,개월 모유 얼마
6753,6753,마른아기 살찌우는 법,4개월,마른 아기 살찌우는 법,아기 법
6754,6754,4개월 완모 아가 아직도 수유때마다 토해요 ㅠ,4개월,4개월 시간 아가 아직도  때마다 토해요 ㅠ,개월 시간 아가 때 토
6755,6755,150일 아기 분유총량 얼마나 되세요?,4개월,150일 아기 분유 얼마나 되세요?,아기 분유 얼마나
6756,6756,4개월 아기 분유량 텀 시간 궁금해여,4개월,4개월 아기 분유  시간 궁금해요,개월 아기 분유 시간
6757,6757,[3-4개월]유축방법 유축 얼마나 해야하나요,4개월,[3-4개월] 유축 어떻게 유축 얼마나 하나요,개월 유축 유축 얼마나 하나요
6758,6758,4갤아기 혼자잡고먹어요,4개월,4개 아기 잡고 먹어요,개 아기 잡고
6759,6759,127일 밤수끊은지 좀 _는데~ 다시 밤수 시작해도 되나요?,4개월,127일 범수 끊은지 좀 _는데~ 시간 시작해도 되나요?,범수 좀 시간 시작
6760,6760,좀 있음 5갤인데 완모아기 꿈수요,4개월,좀 5개인데  수요,좀  수요
6761,6761,4개월아가 수유시간 질문,4개월,4개월 아가 수유시간 질문,개월 아가  시간 질문
6762,6762,4개월 아기 모유수유,4개월,4개월 아기 모유 수유,개월 아기 모유 수유
6763,6763,4개월 아기 수유 시간 궁금해요,4개월,4개월 아기  시간 궁금해요,개월 아기 시간
6764,6764,4개월 완모중인데...,4개월,4개월 시간 중인데...,개월 시간 중
6765,6765,4개월 아가들 분유 먹으면서 짜증내나요?,4개월,4개월 아가들 분유 먹으면서 짜증 내나요?,개월 아가 분유 짜증
6766,6766,130일 분유정체기일까요??,4개월,130일 분유 정체기일까요??,분유 정체 기일
6767,6767,130일쯤된 완모아기 젖먹다짜증내요ㅜㅜ,4개월,130일쯤 모유 먹다 짜증 내요ㅜㅜ,모유 짜증 내
6768,6768,"145일차 수유양,수유텀 어떻게 되세요? 도와주세요~ㅜㅜ",4개월,"145일차  양,   어떻게 되세요? 도와주세요~ㅜㅜ",양
6769,6769,너~~~~~무 적게 먹는 4갤 여아,4개월,너~~~~~무 적게 먹는 4 갤 여아,너 여
6770,6770,4개월아기 아토피가 약하게 있는데 트루맘으로 바꾸신맘 있나요?ㅜ 지나치지마시고 봐주세용ㅜ,4개월,4개월 아기 아토피가 약하게 있는데 트루맘으로 바꾸신 맘 있나요?ㅜ 지나치지 마시고 봐주세요ᅮ,개월 아기 아토피 맘 맘
6771,6771,"백일, 4개월 아가들 수유텀 공유해요 ~^^",4개월,"백일, 4개월 아가들   공유해요 ~^^",백일 개월 아가 공유
6772,6772,130일인데 젖이 말랑말랑해요 찌릿감도 없구요 마르고 있는건가요?,4개월,130일인데 젖이 말랑말랑해요 찌릿감도 없고요 마르고 있는 건가요?,젖 찌릿감 마르고 건가
6773,6773,4개월 완모아가 수유 질문입니다~,4개월,4개월 시간 아가  질문입니다~,개월 시간 아가 질문
6774,6774,120-130일맘님들 1회에 몇미리 먹이세요?,4개월,120-130일 맘님들 1회에 먹이세요?,맘
6775,6775,꿈수 2번 고민이에요ㅜㅜ(130일경 아기),4개월,꿀 2번 고민이에요ㅜㅜ(130일경 아기),꿀 번 고민 아기
6776,6776,혼합수유 124일째 생리??,4개월,혼합수유 124일째 생리??,혼합  생리
6777,6777,"120일 분유량, 분유텀이요~",4개월,"120일 분유랑, 분유 텀이요~",분유 분유 텀이
6778,6778,4개월 아기 적게먹어요 ..이유를 알고싶어요 ㅠㅠㅠ,4개월,4개월 아기 적게 먹어요 .. 이유를 싶어요 ㅠㅠㅠ,개월 아기 이유
6779,6779,140일 아기.. 분유거부요 ㅠㅠ,4개월,140일 아기.. 분유 거부요 ㅠㅠ,아기 분유 거부
6780,6780,아 모유수유.. 몸이 축나기는 하네요ㅠㅠㅠㅠ,4개월,아 모유 수유.. 몸이 축나기는 하네요ㅠㅠㅠㅠ,모유   나기
6781,6781,수유텀늘리기,4개월,수유  늘리기,수유
6782,6782,130일 아기 넘 늦게일어나요 아침 정해진시간에 깨워먹일까요?,4개월,130일 아기 늦게 일어나요 시간 정해진 시간에 깨워먹일까요?,아기 시간 정해진 시간 요
6783,6783,게으른 의사 엄마의 유축관련팁을 쓴 사람입니다.,4개월,게으른 지칭 엄마의 유축  팁을 쓴 사람입니다.,지칭 엄마 유축 팁 사람
6784,6784,150일 완모에서 분유보충 고민글 ㅜㅜ,4개월,150일 완모에서 분유 보충 고민 글 ㅜㅜ,완모 분유 보충 고민 글
6785,6785,150일 아기 수유텀이 한시간반..ㅠㅠ,4개월,150일 아기  텀이 한시간반..ㅠㅠ,아기  한시 간반
6786,6786,4개월 아기 분유양 봐주세요,4개월,4개월 아기 분유 양 봐주세요,개월 아기 분유 양
6787,6787,150일된 남자아이입니다.,4개월,150일 남자아이입니다.,
6788,6788,150일아기 분유량 텀이요~,4개월,150일 아기 분유 텀이요~,아기 분유 텀이
6789,6789,4개월 총양적은아기,4개월,4개월 양적은 아기,개월 양적 아기
6790,6790,(4개월) 완모 아기들 밤 수유 텀 어떻게 되시나요?,4개월,(4개월) 시간 아기들 시간   어떻게 되시나요?,개월 시간 아기 시간
6791,6791,129일 아기 분유를 잘 안먹어요ㅠ,4개월,129일 아기 분유를 먹어요ㅠ,아기 분유
6792,6792,4개월 아기 트루맘 액상 2단계 먹여도 될까요?,4개월,4개월 아기 트루맘 액상 2단계 먹여도 될까요?,개월 아기 맘 액 단계 요
6793,6793,하.............,4개월,하.............,
6794,6794,4개월 완모아기 수유횟수..,4개월,4개월 수유횟수..,개월  횟수
6795,6795,4개월아기 수유시간 문의드려요ㅜ,4개월,4개월 아기 수유시간 문의드려요ㅜ,개월 아기  시간 문의
6796,6796,임신과 모유수유때 왜 단게 땡길까요,4개월,임신과 모유  때 왜 단 당길까요,임신 모유 때 왜 단 요
6797,6797,4개월 아기 막수 시간 공유해요~,4개월,4개월 아기 시간 공유해요~,개월 아기 시간 공유
6798,6798,분유 추천해주세요!!,4개월,분유 추천해주세요!!,분유 추천
6799,6799,아기가 빨면서 자기손가락도 넣고 빨려그래요;;,4개월,아기가 빨면서 자기 손가락도 넣고 빨려 그래요;;,아기 자기 손가락
6800,6800,체중 잘 안나가는 아기 어떻게 수유하고 계세요?,4개월,체중 나가는 아기 어떻게 수유하고 계세요?,체중 아기  계세
6801,6801,4개월아기 완모중... 백일지나고부터 너무 안먹어요,4개월,4개월 아기 시간 중... 시간 지나고부터 먹어요,개월 아기 시간 시간
6802,6802,122일아기 오늘 550먹었는데...,4개월,122일 아기 오늘 550 먹었는데...,아기 오늘
6803,6803,149일 완모중인아기. ㅜㅜ,4개월,149일 시간 아기. ㅜㅜ,시간 아기
6804,6804,4개월 완모아기 토 ㅠ + 밤수 줄이는 법,4개월,4개월 토 ㅠ + 시간 줄이는 법,개월 토 시간 법
6805,6805,4개월아가 신생아보다 적게 먹어요ㅜ,4개월,4개월 아가 신생아보다 적게 먹어요ㅜ,개월 아가 신생아
6806,6806,150일 아기 수유시간이 짧아요 ㅠㅠ,4개월,150일 아기 수유시간이 짧아요 ㅠㅠ,아기 유시
6807,6807,뱃꼴늘리는 방법...128일 아가,4개월,배꼴 늘리는 방법... 128일 아가,배꼴 어떻게 아가
6808,6808,140일 완모중 게워냄 ㅜ,4개월,140일 시간 게워냄 ㅜ,시간
6809,6809,분유 안맞는지 어떻게 아나요???ㅠㅠㅠ 무플은 슬퍼요ㅠㅠ,4개월,분유 맞는지 어떻게 아나요???ㅠㅠㅠ 무플은 슬퍼요ㅠㅠ,분유 무플
6810,6810,140일. 수유텀이 짧아졌어요,4개월,140일.  텀이 짧아졌어요,텀
6811,6811,완모 4개월 텀,4개월,완모 4개월 텀,완모 개월 텀
6812,6812,분유거부인지 젖병거부인지..ㅠㅠ,4개월,분유 거부인지 젖병거부인지..ㅠㅠ,분유 거부 젖병 거부
6813,6813,4개월 분유량 텀 어떻게되시나요?,4개월,4개월 분유  어떻게 되시나요?,개월 분유
6814,6814,4갤아기 너무안먹어요. .,4개월,4개 아기 먹어요. .,개 아기
6815,6815,4개월 아가 모유수유 몇분씩 하시나요?,4개월,4개월 아가 모유  분씩 하시나요?,개월 아가 모유 분
6816,6816,압타밀 질문이요~,4개월,압타밀 질문이요~,압 타밀 질문
6817,6817,분유바꿀때마다 초반에는 잘먹고 점점 안먹어요ㅜ,4개월,분유 바꿀 때마다 초반에는 먹고 먹어요ㅜ,분유 때 초반
6818,6818,140일쯤된 완모아기 수유텀 어떻게되세요?,4개월,140일쯤   어떻게 되세요?,
6819,6819,140일 완모중인아기ㅜ,4개월,140일 시간 아기ㅜ,시간 아기
6820,6820,욕심을 내려놓을 때일까요..?,4개월,욕심을 내려놓을 때일까요..?,욕심 때 요
6821,6821,139일 완모중인아기,4개월,139일 시간 아기,시간 아기
6822,6822,완모하시는분들 ~~,4개월,완고하시는 분들 ~~,
6823,6823,아이가 트름하고 개어내는거요~,4개월,아이가 트림하고 게워내는 거요~,아이 트림 거
6824,6824,4개월 아가 수유할때 물고 안놔요,4개월,4개월 아가 수유할 때 물고 놔요,개월 아가  때 물
6825,6825,4개월째 완모중인데요 -,4개월,4개월째 시간 중인데요 -,개월 시간 요
6826,6826,타브랜드 중 모유실감 m l 중간사이즈정도 있을까요?,4개월,타브랜드 모유실감 m l 사이즈 있을까요?,브랜드 모유 실감 사이즈
6827,6827,4개월 모유수유 (직수) 모유 거부??,4개월,4개월 모유  (직수) 모유 거부??,개월 모유 직수 모유 거부
